acceptance_radius import_ZTF import_OSC import_local import_lightcurve reimport_catalog search_radius Pcc_filter Pcc_filter_alternative star_separation star_cut date_range late_phase n_walkers n_steps n_cores model training_days sorting_state clean SMOTE_state clf_state n_estimators max_depth feature_set neighbors recalculate_nature classifier n_samples plot_lightcurve do_observability save_features ra_deg dec_deg transient_source object_name object_name_in ztf_name tns_name object_class g_correct r_correct dust_map red_amplitude red_amplitude2 red_offset red_magnitude green_amplitude green_amplitude2 green_offset green_magnitude model_color late_color late_color10 late_color20 late_color40 late_color60 bright_mjd first_mjd green_brightest red_brightest chi2 host_radius host_separation host_ra host_dec host_Pcc host_magnitude host_magnitude_g host_magnitude_r host_nature photoz photoz_err specz specz_err best_host redshift redshift_label delta_time deltamag_red deltamag_green absmag input_separation input_size input_magnitude normal_separation true_deltamag_red true_deltamag_green hostless_cut host_g_r input_host_g_r
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 340.66112083333326 33.713905555555556 TNS 2020nmo 2020nmo -- 2020nmo SNIa 0.29188570418189025 0.2091069736494166 SFD -0.1178628729046279 0.3508979668659451 -0.98921359906964 18.48653678271565 -0.13314355486068194 0.512908609121073 -1.2322107721382127 18.16367437360621 -0.3208841862695948 0.7938304005865611 -0.05999979484039031 0.23396103716620686 0.7938304005865611 1.3358647346087018 59034.46383100003 59022.47415510006 18.05998429581811 18.311534026350586 0.44001355657042346 0.7771325 0.20201784238869425 340.66118288792654 33.713927568582946 0.001208821933146309 19.50266346935686 19.974120466669643 19.670433618375114 0.615 0.081837 0.032503 nan nan 19.0 0.08 specz 11.989675899967551 1.1911294430062753 1.4426791735387496 -19.56195938443817 0.20201784238869425 0.7771325 19.50266346935686 0.2599528939900136 1.3588995920245281 1.9141361708515312 0.1 0.30368684829452874 0.30368684829452874
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 269.9699083333333 69.41977222222222 TNS 2021mla 2021mla -- 2021mla SNIa 0.15534058103326917 0.111286021615389 SFD -0.08821281945943901 0.29300944802352996 -8.865461735586797 19.22182250430431 -0.09547824682582098 0.3775373784037961 -10.072750067830544 19.526218892043797 0.36310075956746957 0.8412770477128113 0.49810442826168355 0.6205807585872627 0.8412770477128113 1.0492453172575118 59363.38021990005 59349.3285416998 19.281859418966732 19.000073978384613 1.1481512194110233 1.1002173118572742 0.36483832523409565 269.96963343 69.41980276 0.0013537179651107456 18.72305236315662 19.631197355167682 19.13544115588614 0.9800000000000001 nan nan nan nan 17.0 0.08 specz 14.051678200252354 -0.2770216152279943 -0.5588070558101137 -18.87341943240414 0.36483832523409565 1.1002173118572742 18.72305236315662 0.3316056939862298 0.1353671775015286 0.3493379362009499 0.1 0.4957561992815407 0.4957561992815407
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 80.46109999999999 -19.304472222222223 TNS 2020ymu 2020ymu -- 2020ymu SNIa 0.20247133641174964 0.1450505036773936 SFD -0.12258323151180617 0.4209240610289515 -6.588194252715473 18.195130477726874 -0.08598334183239824 0.4161756687408395 -2.4814705028054416 17.8155439183669 -0.20916537637655708 -1.2049127850471741 -0.5180944873893587 -0.7923439994593124 -1.2049127850471741 -1.5426180302224886 59167.34982640017 59150.4193519 18.304045663588248 18.101167496322606 0.8285380188913116 3.350490102150787 1.3934126777959266 80.46130495 -19.30413696 0.0015616948278934784 15.960165102345302 16.59112024443891 16.220843464842424 1.0 nan nan nan nan 27.0 0.05 specz 16.93047450017184 -2.1410023939773044 -2.343880561242946 -18.706344382527515 1.3934126777959266 3.350490102150787 15.960165102345302 0.41588323955992296 -1.880324031480182 -1.7129254191493395 0.1 0.37027677959648386 0.37027677959648386
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 24.30095833333333 40.366061111111115 TNS 2020G 2020G -- 2020G SNIa 0.2049793566900934 0.14684724987887604 SFD -0.10257715294734225 0.41818022150567585 -1.9788058262465151 17.896010660638925 -0.07992267975146836 0.3459514836884272 -3.043995141488055 17.979038202700014 0.05006402421811629 -0.5089728690757163 -0.010243305062939356 -0.16899946264717514 -0.5089728690757163 -0.8277232383417719 58864.10942129977 58849.15158559987 17.865441643309907 17.954182750121124 1.1524503230321046 3.086926354670902 8.338839321569845 24.29831083 40.36492255 0.002807247587707673 15.637714705539766 17.02256874252475 16.03378720840773 1.0 nan nan nan nan 17.0 0.065 specz 14.95783569989726 -2.3164680445813577 -2.227726937770141 -19.44598377827717 8.338839321569845 3.086926354670902 15.637714705539766 2.701340545086911 -1.9203955417133933 -0.8428729007851565 0.1 0.9887815341170203 0.9887815341170203
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 153.87562958333 37.983323805555 TNS 2018iqt 2018iqt -- 2018iqt SNIa 0.05473417277101945 0.03921157171925069 SFD -0.14221210786030905 0.37575314140833915 -7.889482590353939 18.190851641119636 -0.1242358025107397 0.46870945280395343 -5.927587944461999 17.947276949206987 -0.10384975867765078 -0.15266879270599532 -0.19377093871593942 -0.21326251915679606 -0.15266879270599532 -0.0607898955257653 58447.535219899844 58432.49289349979 17.94485382722898 17.95233142828075 0.5761469855156315 2.707271 4.176298513089936 153.87453072858352 37.98409559586245 0.005632639935926553 17.653499973407513 17.95724386377972 17.803548472237644 1.0 0.055155 0.017395 0.05396527 6.008959e-06 18.0 0.054 specz 15.042326400056481 -0.2988314548732376 -0.29135385382146595 -19.02846512351735 4.176298513089936 2.707271 17.653499973407513 1.5426230004642816 -0.14878295604310665 0.012390036550740995 0.1 0.153695391542076 0.153695391542076
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 257.27857874999 26.855694666666 TNS 2019fdr 2019fdr -- 2019fdr SLSN-II 0.20280484335996757 0.14528942811813786 SFD -0.018792094919373212 0.48213318890062273 -14.465688532055271 16.986381004476982 -0.017425043395019213 0.5078029089810965 -5.675949072199137 16.701893926587704 -0.13268396838985552 -0.14133975287329292 -0.12288706315328213 -0.12289508529164195 -0.14133975287329292 -0.17215777043017155 58705.25407409994 58605.40042820014 19.236404156640035 19.280243571881865 0.6546195036151362 1.027425 0.10243020351487443 257.27855543818646 26.8557140838084 0.0012349335137512574 18.814707807093644 19.638040921089207 19.39431317441874 0.9833333333333333 0.230578 0.042137 nan nan 33.0 0.2666 specz 99.85364589979872 -0.46553576478822123 -0.4216963495463908 -21.450099127336802 0.10243020351487443 1.027425 18.814707807093644 0.09969603962807448 0.11406960253687612 0.40163676444917235 0.1 0.2437277466704657 0.2437277466704657
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 161.61651666666666 -27.739597222222223 TNS 2021C 2021C -- 2021C SNIa 0.3119290543858132 0.2234660335241886 SFD -0.09044939909074871 0.3545479095106908 -22.67846433519348 18.530031756798785 -0.1723304685729386 0.4301003200224934 -26.13731257611493 17.765351421849424 0.3278218764186036 2.1239241644183267 0.8157756490859036 1.2656380214990754 2.1239241644183267 2.9678134434657544 59215.50190970022 59215.50190970022 18.361270945614187 18.42873396647581 2.5705155054078537 3.153581822108483 0.8941014652836641 161.61658997 -27.73983696 0.0005131352977929549 14.683678592567484 15.732876491675214 15.06183793967498 0.96 nan nan nan nan 17.0 0.059685 specz 0.0 -3.745055373908327 -3.6775923530467036 -18.778121374229315 0.8941014652836641 3.153581822108483 14.683678592567484 0.283519349019417 -3.3668960268008306 -2.6283944539389736 0.1 0.6710385520002333 0.6710385520002333
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 40.86169583333333 16.66290833333333 TNS 2020acmf 2020acmf -- 2020acmf SNIa 0.4160616961345594 0.29806667775659706 SFD -0.1082145074668657 0.32713519497382926 -2.932085189950767 17.25337685831291 -0.1516702919953108 0.39752716183483516 -4.186823868351176 17.879926485231355 0.5769980089080669 1.7625069689572435 0.8936595574573438 1.2149397330455685 1.7625069689572435 2.267681820590724 59204.17019680003 59193.19824070018 17.65647430386544 17.1503183222434 1.9605559871746998 2.5125540477816597 0.8003562424808016 40.86192782 16.66290252 0.00018685647686611517 13.945327789982148 15.050462203386159 14.233150443864563 0.76 nan nan nan nan 17.0 0.025 specz 10.971956099849194 -3.2049905322612524 -3.7111465138832926 -18.112676112143774 0.8003562424808016 2.5125540477816597 13.945327789982148 0.31854289589807555 -2.9171678783788373 -2.6060121004792816 0.1 0.817311759521596 0.817311759521596
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 325.2261875 10.325152777777777 TNS 2021too 2021too -- 2021too SNIc-BL 0.23869722076350908 0.17100273407456892 SFD -0.07042606743857367 0.3674472028767922 -5.020381201222797 18.080500723686736 -0.023303365662187187 0.3637813500238182 2.4123486062227215 18.7373352924035 0.7566780016888295 0.3292383883373269 0.8706939937855793 0.7638727941496661 0.3292383883373269 -0.14880046867118324 59430.34288189979 59412.4091897998 18.75360477923649 18.11939126592543 2.159373710575619 2.711401 0.08653346434747004 325.22620907539704 10.32514149783185 0.0038744526829066483 17.76992344575668 18.31696442381703 17.92459325975487 0.9899999999999999 0.078924 0.032269 nan nan 31.0 0.07 specz 17.933692099992186 -0.3494678201687478 -0.983681333479808 -19.44923412987839 0.08653346434747004 2.711401 17.76992344575668 0.0319146685965927 -0.19479800617055787 -0.4366403554194598 0.1 0.39237116406215833 0.39237116406215833
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 33.12546666666667 -22.47282222222222 TNS 2020uve 2020uve -- 2020uve SNII 0.05641952137436762 0.04041895577726127 SFD -0.024144863338836725 0.40614411626952457 -12.713469831751873 18.595040972995463 -0.027939089891083038 0.547097295875316 -11.662168597668963 18.52450863877161 -0.03069216396745844 0.15828807971358572 0.005935433563266201 0.051605637950654426 0.15828807971358572 0.2740503686624507 59134.37761570001 59126.35538189998 18.413160478625635 18.483793044222736 1.37281259025666 7.126381036648902 4.61414766172982 33.12573736 -22.47156516 0.0011819198343469006 13.531335080354923 14.01550493918474 14.349698567771908 0.9199999999999999 nan nan nan nan 127.0 0.04 specz 8.022233800031245 -4.952457963867813 -4.881825398270712 -17.823595191505632 4.61414766172982 7.126381036648902 13.531335080354923 0.6474741720938865 -4.134094476450828 -4.397655539440894 0.1 -0.33419362858716717 -0.33419362858716717
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 9.829125 -0.45576944444444445 TNS 2021T 2021T -- 2021T SNIa 0.07431723921802906 0.053240884223565106 SFD -0.05573681146434368 0.3984578336611248 0.38318764919303794 17.302841478091583 -0.13598291968409293 0.4448838885097134 -6.635798408806324 17.469344677262892 -0.03951751428595074 1.999823974857204 0.47838003422242537 1.0338597739070146 1.999823974857204 2.83779325256171 59227.109502300154 59216.13226850005 17.27482476078197 17.314891115776433 0.7984087069500931 3.926156 1.9197923329410331 9.8290317277796 -0.456294500404135 0.0018240637776549828 15.726690151819925 16.187699896738422 15.910016469122628 1.0 0.028272 0.005933 0.04540667 6.628874e-06 38.0 0.0454 specz 10.97723380010575 -1.588200963956508 -1.5481346089620462 -19.275914498725406 1.9197923329410331 3.926156 15.726690151819925 0.4889750516640279 -1.4048746466538056 -1.087124864043549 0.1 0.2776834276157949 0.2776834276157949
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 126.40059958333 12.198181694444 TNS 2018khc 2018khc -- 2018khc SNIa 0.16052226013427137 0.1149981775028106 SFD -0.11792942253646907 0.3420174169028343 -3.2629475477119003 19.271024897136826 -0.12942744933455708 0.4126662224941154 -3.010399695515355 18.98492908093971 -0.2601966900492094 0.2638782505000812 -0.149782607814533 -0.008854993364668218 0.2638782505000812 0.5273802828374521 58475.51615739986 58465.48486110009 18.77823673986573 19.09115982249719 0.36009395565609437 2.60922 0.22233112476617145 126.4005587758525 12.19822884553715 0.002491571963247896 17.287047865807924 17.961681945160784 17.531044783424285 0.9949999999999999 0.080949 0.020978 0.1073648 9.429776e-06 24.0 0.107 specz 10.031296299770474 -1.8041119566892654 -1.491188874057805 -19.453000217129087 0.22233112476617145 2.60922 17.287047865807924 0.08520980398976377 -1.5601150390729046 -0.8165547947049454 0.1 0.4306371617364988 0.4306371617364988
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 232.9514975 55.429597194444 TNS 2019mby 2019mby -- 2019mby SNIa 0.049993080333897676 0.03581505220111465 SFD -0.0601570168210847 0.3758507413576441 1.2166934758547177 18.92865403509981 -0.13007218676659277 0.4212672272738439 -3.058818276530963 18.955967754259248 -0.18175491842699998 1.4165345544657946 0.13766325419369352 0.5929046691560913 1.4165345544657946 2.1246881300953397 58697.19901619991 58688.2059491002 18.839658919666103 18.882427947798885 0.3882272405148881 1.87297 0.6887781845466283 232.951181931695 55.42966460329835 0.006322435321529096 19.34629873136594 20.07049078652744 19.681288153861594 0.95 0.100537 0.033377 nan nan 21.0 0.1 specz 8.993067099712789 0.4638707835670566 0.5066398116998378 -19.504795863567605 0.6887781845466283 1.87297 19.34629873136594 0.3677465119818408 0.7988602060627095 1.2308318668613367 0.1 0.389202632665846 0.389202632665846
3.0 True False True False False 1.0 i r 1.0 0.1 15.0 40.0 50.0 1000.0 1.0 double 20.0 42.0 0.0 42.0 42.0 100.0 7.0 13.0 20.0 False "" 3.0 False False True 250.72454208333 -5.285831 TNS 2019clj 2019clj -- 2019clj CV 1.7974409861900398 1.287687062266689 SFD -0.13131808572160839 0.7390911054362986 -11.820219524316418 14.038092222761097 -0.16263812665690844 0.6661731114864644 -30.10905891968821 11.327120868410852 -0.8003343882204099 -0.14555693108246714 -0.538625409805567 -0.3852737159283883 -0.14555693108246714 0.08124280712038967 58569.41959490022 58569.41959490022 13.59285001380996 14.47208493773331 126.5647766804009 1.01791796563045 11.15212536310581 250.72681548 -5.2837163 0.06302568736849123 19.540013919425263 20.885727012845983 20.00709593276594 0.32999999999999996 nan nan nan nan 46.0 0.0 specz 0.0 8.627915062266691 9.507149986190042 0.0 0.0 0.0 23.1 0.0 8.727915062266689 9.707149986190041 0.1 0.8786310800800443 0.0
