     Name                   RA                    DEC          Redshift  Classification 
 2020aeuv   203.92820833333332     13.332155555555556          0.042843           SNIIn 
  2020ywx   178.35923749999998     10.896508333333333            0.0217           SNIIn 
  2019zrk             174.9475     19.929680555555557            0.0362           SNIIn 
 2019aafi    337.9924166666666      43.83947222222223             0.117           SNIIn 
   2021bn   252.88733333333332      38.01101944444444           0.07593           SNIIn 
  2020qmj            11.025025      5.259980555555556             0.022           SNIIn 
  2020tis    359.3532624999999     25.063522222222222            0.0577           SNIIn 
  2021hsn          290.5701875               56.35005             0.054           SNIIn 
  2020xpo    38.10693333333333    -12.961391666666666             0.075           SNIIn 
  2020vci    226.0943333333333     51.082461111111115             0.193           SNIIn 
 2020aaut   182.30227499999998     2.2567694444444446            0.0757           SNIIn 
  2019wdb   348.98482916666666     10.683691666666666            0.1355           SNIIn 
  2021uzt    358.2670791666666    -13.049280555555555             0.061           SNIIn 
  2020tlf   220.04174999999998      42.77761944444444          0.008463           SNIIn 
  2021ukt   12.353583333333333     -1.766338888888889          0.012886           SNIIn 
  2021uru    43.09448749999999               -18.6965             0.054           SNIIn 
   2020km    69.28724166666666               72.46025            0.1029           SNIIn 
   2020iq    43.83216666666666    -11.413511111111111             0.096           SNIIn 
  2019unf   48.605579166666665      7.695861111111111            0.1115           SNIIn 
  2021kwj   274.95629166666663     56.166999999999994             0.025           SNIIn 
  2021bxq   217.90849583333332      6.179086111111111              0.09           SNIIn 
  2021bxo   121.00245833333331     10.009319444444445            0.0339           SNIIn 
  2021bwf   248.76229166666664      56.47731944444445             0.194           SNIIn 
  2021lhy   323.06224166666664    -0.5013638888888889             0.142           SNIIn 
  2020bfe    269.4612083333333      33.79673888888889             0.099           SNIIn 
  2021lft    258.0249166666666      40.34524444444445             0.076           SNIIn 
  2021kqv    239.2168333333333                78.4636             0.051           SNIIn 
  2020csh   166.46287916666665    -18.621430555555555              0.07           SNIIn 
  2021cvd   196.59675833333333      29.65777222222222             0.023           SNIIn 
  2020hfn    297.1999583333333    -10.572955555555556          0.024854           SNIIn 
  2020cnv    62.61997916666666      34.11277777777778             0.111           SNIIn 
  2020dtd           212.680875     58.830850000000005           0.06954           SNIIn 
  2021mwh   239.17444583333332      68.37859999999999           0.03501           SNIIn 
  2020hem   225.66731249999998       9.30386388888889            0.0935           SNIIn 
  2020fhw    225.1245833333333                17.2363            0.1116           SNIIn 
  2020hcr           208.594125     -5.357049999999999             0.051           SNIIn 
  2021bmv    66.66111666666666    -11.896027777777777              0.09           SNIIn 
  2021kwc   203.94965833333333     2.9998194444444444          0.021759           SNIIn 
  2021owc    305.6864416666666    -14.812747222222223             0.127           SNIIn 
  2021osr    323.7163083333333     -7.448488888888889           0.08545           SNIIn 
  2020mfx   219.26049999999998     23.627580555555557            0.0392            SNIa 
  2020mfy   209.30326249999996      22.28117222222222            0.0624            SNIa 
  2020mga    278.8754208333333      36.59231944444445              0.04            SNIa 
  2021vaw    5.808516666666667      16.17612777777778              0.11            SNIa 
  2020mkk   219.33280416666665      55.21447777777778              0.09            SNIa 
  2020mff    264.0186083333333   -0.49720277777777777             0.046            SNIa 
  2020mkm   211.26808333333332                29.5261            0.0641            SNIa 
  2020mfh   296.51140416666664      70.01879166666667             0.074            SNIa 
  2020cyp   242.70524999999998      1.624938888888889             0.076            SNIa 
  2020mnu   270.75543749999997      20.63104166666667            0.0594            SNIa 
  2020mml   342.00337499999995     26.801205555555555            0.0658            SNIa 
  2020cyj    198.1803958333333      74.19433611111111              0.08            SNIa 
  2020mnr   181.39136249999999     26.585816666666666           0.04923            SNIa 
  2020mnw   224.08781249999998      9.336072222222223            0.0808            SNIa 
  2021ucq   292.04887499999995               47.19235             0.059            SNIa 
  2020mof   1.4439624999999998     33.761358333333334               0.1            SNIa 
  2020mon   169.06469166666665      36.33056388888889             0.025            SNIa 
  2020cxx             48.08175               41.28225              0.02            SNIa 
  2020mop   200.75053749999998    -1.8047194444444445            0.0759            SNIa 
  2020mos    1.364470833333333     32.534949999999995             0.035            SNIa 
  2020cyx   202.14609166666662    -13.001761111111112             0.037            SNIa 
  2020mby          269.9686625     50.490919444444444              0.05            SNIa 
  2020mer   231.37126249999997      65.33527777777778              0.08            SNIa 
  2020lsj   246.39816666666664     55.292230555555555              0.07            SNIa 
  2020lsr    352.0257416666666     1.0262166666666666            0.0587            SNIa 
  2020lvt   176.69037916666667              14.822675              0.07            SNIa 
  2020lwk    229.8433333333333     20.543530555555556           0.03918            SNIa 
  2020lwl    209.5620458333333     23.611441666666668             0.068            SNIa 
  2020lxu    9.036066666666665     25.750941666666666           0.03317            SNIa 
  2020lyt    306.2254166666666    -21.689888888888888              0.04            SNIa 
  2021vbl    306.5033041666666    -12.741894444444444              0.15            SNIa 
  2020mao    272.6413166666667     14.267727777777779             0.057            SNIa 
  2020mat   200.53522916666665      48.97631388888889             0.088            SNIa 
  2020maw   246.51538749999997      63.35455833333334             0.092            SNIa 
  2020may   185.99562499999996               48.35525            0.0534            SNIa 
  2020maz             178.5486      55.34572777777778              0.08            SNIa 
  2021ucp    24.65710833333333      35.13710833333333             0.106            SNIa 
  2020cyz   213.11402083333329     -5.823416666666667              0.11            SNIa 
  2020men   211.22041666666664     -8.322780555555555             0.075            SNIa 
  2020mdd   237.97418749999997      34.07338611111111            0.0488            SNIa 
  2020mcg   174.81289583333333               54.22945           0.09679            SNIa 
  2020czb    228.9011958333333      4.231691666666666             0.099            SNIa 
  2020mcc   239.49791666666664      40.03393888888889            0.0305            SNIa 
  2020mes   261.86412499999994      30.19256111111111              0.08            SNIa 
  2020mbp   220.15311666666662   -0.45938055555555557              0.11            SNIa 
  2020czo   165.29709166666666     12.474772222222223            0.0267            SNIa 
  2020mbf    305.8863333333333                19.7111           0.04735            SNIa 
  2020mbb   226.40770833333332     -5.253880555555556             0.093            SNIa 
  2020mba   188.70850416666664     58.915147222222224           0.04274            SNIa 
  2020mbw    261.1581249999999      8.228047222222223              0.06            SNIa 
  2020mpu    256.9501041666667      51.75644166666667             0.158            SNIa 
  2020mta    307.4830833333333      8.645569444444444              0.05            SNIa 
  2020mqr    270.5300833333333     31.859630555555558           0.04106            SNIa 
  2020njr   11.178924999999998      46.74698055555556             0.066            SNIa 
  2021uwa    335.9208708333333     19.735052777777778              0.09            SNIa 
  2020nin    276.5277083333333     30.222530555555554              0.06            SNIa 
  2020nia   226.92264583333332      32.00959722222222             0.095            SNIa 
  2020nej    39.32333333333333      7.293319444444444           0.02168            SNIa 
  2020nei   196.89961666666665      43.56001388888889             0.062            SNIa 
  2020cvn   108.40499999999999      42.78118055555556              0.04            SNIa 
  2020ndz    324.0731666666667      25.98753888888889              0.08            SNIa 
  2020nfr            346.55715     49.026130555555554             0.025            SNIa 
  2020ctm    80.19520833333331     -9.022438888888889             0.045            SNIa 
  2020ctl   44.665170833333335      40.88468888888889             0.065            SNIa 
  2020csx    250.4210833333333      68.51551944444445             0.026            SNIa 
  2020npk   267.29324999999994     31.759719444444446              0.07            SNIa 
  2020npa   207.01193333333333      32.07266666666667             0.103            SNIa 
  2020cpt   224.37602916666663      8.390005555555556           0.03705            SNIa 
  2020cpv   195.62276249999996      28.20434722222222               0.1            SNIa 
  2021uvx    327.9813708333333             -21.664675             0.122            SNIa 
  2020nmo   340.66112083333326     33.713905555555556              0.08            SNIa 
  2020nlj   225.58367499999997     27.813955555555555               0.1            SNIa 
  2020cqp   218.08779166666662     -3.670311111111111             0.077            SNIa 
  2020nli    242.0062916666666   0.042069444444444444             0.108            SNIa 
  2020nlh    245.1254583333333      30.02257222222222            0.0953            SNIa 
  2020crz   223.48516249999997     4.7720666666666665              0.13            SNIa 
  2020ndv   347.40874166666663     12.830002777777777             0.035            SNIa 
  2020cvo   108.91970833333332     30.769419444444445              0.03            SNIa 
  2021uyg    295.3835708333333     0.6393527777777778             0.052            SNIa 
  2020nbo   239.55895833333332      18.10278888888889              0.05            SNIa 
  2020mvp   218.94391666666664     24.726230555555553          0.036091            SNIa 
  2020cww   198.56186666666665     19.944308333333332              0.11            SNIa 
  2020mvm   203.06900416666664     29.846297222222223              0.07            SNIa 
  2020mvl    204.6761708333333     24.009383333333332              0.06            SNIa 
  2020cxa    258.3203791666666      54.82769722222223             0.075            SNIa 
  2020cxe    302.4114666666666      62.55855555555555             0.053            SNIa 
  2020muw   312.09522499999997      83.07759999999999              0.06            SNIa 
  2020ddk    93.24799583333332                48.1585              0.09            SNIa 
  2020msu   219.86994166666665      38.44738888888889               0.1            SNIa 
  2020cxo          135.5310375     12.361655555555556              0.09            SNIa 
  2021uzu   346.27344999999997     52.229441666666666             0.045            SNIa 
  2020mwl    189.3105833333333                67.0098          0.061142            SNIa 
  2020mqp   258.34201249999995     1.5508472222222223             0.048            SNIa 
  2020mxn             328.5345               -20.7116             0.076            SNIa 
  2020nbb   247.03868749999995     30.538483333333335            0.0824            SNIa 
  2020naz   347.12749166666663      46.16618888888889             0.091            SNIa 
  2020cvt   115.17192916666666      72.97559444444444              0.09            SNIa 
  2021uyi    274.2301416666666      5.375127777777777             0.044            SNIa 
  2020cvw   119.48295833333331      30.02693888888889          0.051066            SNIa 
  2020naj   209.91274999999996     29.710119444444445              0.05            SNIa 
  2021uda    60.62206249999999      12.59543888888889         0.0488526            SNIa 
  2020nah   229.30124999999995      5.739369444444445           0.04689            SNIa 
  2020mzc   339.64253333333323     1.3564916666666667             0.066            SNIa 
  2020myi   0.6500166666666665     23.151719444444442             0.073            SNIa 
  2020myg    353.6083749999999     27.756930555555556             0.065            SNIa 
  2020mya             292.3243    -22.726916666666664              0.06            SNIa 
  2020mxd    341.1812916666666     12.798302777777778              0.08            SNIa 
  2020ddo   235.28045833333329     22.129172222222223           0.04218            SNIa 
  2020ass   241.83394166666662               37.02515               0.1            SNIa 
  2020dvr           148.646375               -19.8873             0.013            SNIa 
  2021vib   283.31217499999997     59.900891666666666              0.08            SNIa 
  2020kfb   220.94454166666662      71.85028055555556             0.072            SNIa 
  2020kek   248.23096249999998     0.5520361111111112             0.095            SNIa 
  2020kej   225.42016666666666      78.31463055555555              0.04            SNIa 
  2020kei    283.3705333333333      48.80969444444444              0.08            SNIa 
  2021vil   241.95041666666663      39.19363055555555            0.0378            SNIa 
  2020kee    196.9230458333333     -7.603483333333333           0.06212            SNIa 
  2020kdb   248.99743749999996      53.38618611111111             0.124            SNIa 
  2020dvs   287.33537499999994               50.27025             0.055            SNIa 
  2020dwg   239.60333333333332     32.968919444444445             0.048            SNIa 
  2020dxl   110.23637499999998      39.86624166666667              0.07            SNIa 
  2020dvk   235.55674166666662      23.88488611111111             0.122            SNIa 
  2021vhu    8.637616666666666      37.13364166666667             0.083            SNIa 
  2020kkc   218.84606666666664    -13.654086111111111              0.08            SNIa 
  2020kku          263.1405125     15.735880555555555             0.085            SNIa 
  2020krw   225.69128749999996      58.53480833333333             0.078            SNIa 
  2020duf    52.90469166666666      40.10883611111111              0.06            SNIa 
  2020dus    214.0614833333333      35.94591111111111            0.0676            SNIa 
  2020krv    329.1664083333333      41.90705833333333              0.06            SNIa 
  2020kru    288.8995958333333     53.339305555555555           0.02723            SNIa 
  2020duu            279.46305     37.470955555555555          0.021635            SNIa 
  2020kbq    258.5980333333333      30.98672777777778              0.12            SNIa 
  2021vgz   18.080287499999997     -9.675841666666667             0.103            SNIa 
  2020kpx   234.54229166666664      4.780669444444444           0.02291            SNIa 
  2020kpw   329.44489999999996    -19.978430555555555          0.056793            SNIa 
  2020kpe    255.0429833333333      50.83726388888889             0.121            SNIa 
  2021vhh    60.93256249999999     13.245491666666666          0.037404            SNIa 
  2020kkv    243.4270708333333    -20.952783333333333              0.05            SNIa 
  2020kqo   345.18912499999993                11.2089              0.03            SNIa 
  2020kbl   243.81764583333333     21.093383333333332             0.079            SNIa 
  2020kbk   223.87329166666663      32.83166944444445              0.06            SNIa 
  2020kbh   161.14570833333332      39.09463055555556           0.03456            SNIa 
  2020dyc           219.975025     -7.688305555555556              0.07            SNIa 
  2020joh   238.97257499999998     11.978702777777778             0.035            SNIa 
  2020dye   231.85289999999995    -13.018380555555556             0.054            SNIa 
  2020jny   180.74370833333333     20.085430555555554            0.0237            SNIa 
  2020jns   183.47548333333333      55.91663055555556           0.03106            SNIa 
  2020jnr             201.0305      62.42723055555555             0.041            SNIa 
  2020dyf   232.62376249999997    -12.601813888888888          0.021158            SNIa 
  2020jmg   239.01826249999996      33.90665277777778              0.13            SNIa 
  2021vju   340.60247499999997                 6.9607          0.026657            SNIa 
  2020jki    275.6306583333333     42.980961111111114              0.07            SNIa 
  2020eci   230.81206666666665    0.06494166666666668             0.069            SNIa 
  2020jjk   244.22802916666663      52.09364722222222             0.131            SNIa 
  2021vjz   28.563274999999997     2.3041694444444443             0.066            SNIa 
  2020dzj   160.17733749999996     2.0843805555555557              0.05            SNIa 
  2020ksb   184.22370833333332              54.166275             0.093            SNIa 
  2021tyg   216.85277499999995      46.20022777777778          0.074937            SNIa 
  2020jsa   216.09989166666665              26.689775            0.0365            SNIa 
  2020kbg   168.45205416666664     25.746311111111112            0.0745            SNIa 
  2021vio   263.52544583333326      8.512883333333333             0.093            SNIa 
  2020kaw   198.78615416666662               48.53555            0.0557            SNIa 
  2020kaj   203.70356666666663      28.40248611111111              0.14            SNIa 
  2020jxr    295.1953958333333      48.60556666666667              0.09            SNIa 
  2020jxq   268.20491666666663      38.22883888888889             0.055            SNIa 
  2021vji          357.4292125     16.822819444444445             0.098            SNIa 
  2020jrk   171.83917916666664      43.25805833333333            0.0759            SNIa 
  2020jwp   166.64967499999997    -15.854808333333333             0.072            SNIa 
  2020juq   236.28671666666665               21.87825              0.12            SNIa 
  2020jtc   237.18117916666665     29.817444444444444             0.085            SNIa 
  2020dxr   176.10618749999998     53.571555555555555          0.055238            SNIa 
  2020jsh   146.58929166666664     3.0732694444444446           0.01998            SNIa 
  2020jsg   177.33046666666664   -0.20703055555555558            0.0826            SNIa 
  2020jwl          274.6636625     19.189908333333335              0.06            SNIa 
  2020ddr   216.19743749999998      26.28767777777778            0.0375            SNIa 
  2020kta    288.3944041666666      42.02397777777778            0.0544            SNIa 
  2020lip    339.4733958333333      9.957791666666665             0.089            SNIa 
  2021uby   257.17945416666663     39.535263888888885             0.072            SNIa 
  2020lim   297.64449999999994     2.0169194444444445              0.06            SNIa 
  2020lil   219.49858333333333      9.388538888888888            0.0307            SNIa 
  2020lht    184.3158333333333     5.2011111111111115             0.076            SNIa 
  2020lhh   220.54161666666664              11.155925              0.09            SNIa 
  2020lhe   154.14021666666667      65.77449722222222           0.04106            SNIa 
  2020dhj   223.37659166666663      17.28913888888889           0.04417            SNIa 
  2020lhd          346.2220875      21.59049444444444             0.048            SNIa 
  2020dic   178.97654166666663      80.20936111111111              0.04            SNIa 
  2020lgo   194.86122916666662     38.079797222222226             0.106            SNIa 
  2020lgk    258.9869666666666      61.41986111111111              0.11            SNIa 
  2020lgh   267.15558749999997     60.706652777777784              0.09            SNIa 
  2021vcz            1.8247375     0.8382777777777778             0.108            SNIa 
  2020dii             203.8917               43.60335              0.06            SNIa 
  2020lit   254.42079166666662      39.04901666666667            0.0625            SNIa 
  2021vcy   325.23757916666665    -22.104983333333333              0.07            SNIa 
  2020lkq           200.099125     45.261161111111115             0.085            SNIa 
  2020lsc   243.51562499999997      14.28263888888889             0.037            SNIa 
  2020npr   15.527041666666667    -19.454880555555555          0.056342            SNIa 
  2020lrx   175.21174999999997     -4.222869444444444            0.0554            SNIa 
  2020ddw    72.51164583333332      82.64850555555556          0.018129            SNIa 
  2020lrd    268.6045416666666      59.78095277777778              0.06            SNIa 
  2020lqr   210.35542499999997     19.530472222222222            0.0597            SNIa 
  2020dij           214.726025     26.594441666666665            0.0355            SNIa 
  2020lql    249.2966208333333      78.13291666666666          0.054501            SNIa 
  2020lol    262.8490791666666     15.442169444444446             0.089            SNIa 
  2020dfp   175.10569166666662      59.57506666666667              0.11            SNIa 
  2020lmg   273.08192499999996     42.578094444444446             0.101            SNIa 
  2020lmd   286.22554166666663              -11.10425             0.011            SNIa 
  2020dfz   249.46552499999999     24.883066666666668             0.103            SNIa 
  2020dgc   228.47904166666663      52.72298055555556          0.052328            SNIa 
  2020lqo   182.72004166666665              42.934275            0.0533            SNIa 
  2020dkm             204.3724      4.104705555555555            0.0231            SNIa 
  2020kyx   243.43962499999995     22.920661111111112          0.031985            SNIa 
  2020dqw    200.9152458333333             -16.645725          0.023476            SNIa 
  2020kxf   161.26947083333332     2.3190194444444443            0.0554            SNIa 
  2020kwk   231.92232499999997               69.82875             0.052            SNIa 
  2020dro   242.76736666666665     30.454072222222223              0.07            SNIa 
  2020kvl    193.3611458333333    -2.4458833333333336              0.12            SNIa 
  2020dow             137.9834     27.900480555555554            0.0474            SNIa 
  2020drt          199.5901125               55.84675            0.0799            SNIa 
  2020kuo   162.96104583333332      52.78695555555555             0.099            SNIa 
  2020kum           148.768825      79.28478888888888              0.09            SNIa 
  2020kui   200.36380416666663      48.44110833333333               0.1            SNIa 
  2020dsn   281.96867499999996     60.686522222222216              0.07            SNIa 
  2020ktn    165.0677958333333      37.24135833333334          0.024755            SNIa 
  2020kte   259.12170416666663     29.445547222222224          0.030227            SNIa 
  2020ksl   243.53235416666664      30.04163888888889           0.09436            SNIa 
  2020lfe            357.07595      33.14896666666667              0.03            SNIa 
  2020lek   301.03389999999996      71.03636388888889              0.06            SNIa 
  2020ldp   170.10926666666666     -5.457144444444444           0.03919            SNIa 
  2020ldi   167.80727916666666      64.88605277777778              0.03            SNIa 
  2020lcy   158.66077916666663      70.43002222222222              0.04            SNIa 
  2020lbo   245.96016249999997     50.152655555555555             0.103            SNIa 
  2020lbf    310.9344583333333                -1.2381          0.056079            SNIa 
  2020lba   169.80012499999998                 31.029            0.0466            SNIa 
  2020dko   204.98774583333332     0.8281888888888889            0.0225            SNIa 
  2020kzn   234.54817916666664      3.027833333333333             0.078            SNIa 
  2020dkz    161.2710833333333                23.8099              0.08            SNIa 
  2020kzk    235.2578208333333      52.86201388888889             0.084            SNIa 
  2021vgg   18.723741666666665     43.103147222222226              0.09            SNIa 
  2020cpq   244.81329166666663                15.1195           0.08164            SNIa 
  2020cpl    84.97412083333332     59.460975000000005              0.03            SNIa 
  2020bja   108.45398333333333     35.836355555555556              0.07            SNIa 
  2020bjh   154.24019583333333    -25.181102777777777           0.04212            SNIa 
  2020bka   190.43526666666665               17.57885             0.117            SNIa 
  2020qxr   271.35202083333326      24.48428888888889              0.08            SNIa 
  2020bli   174.87380416666667      23.93368611111111               0.1            SNIa 
  2020qxq    335.5070041666666      38.16533611111111              0.08            SNIa 
  2020qxa   283.96762083333334     28.901266666666665              0.05            SNIa 
  2020blz    85.61625416666665    -21.277616666666667               0.1            SNIa 
  2020bmk    65.48294583333332    -27.021552777777778              0.07            SNIa 
  2020qwb    327.3171458333333      7.174463888888889            0.0711            SNIa 
  2020qzl   250.52780416666664     62.523469444444444              0.09            SNIa 
  2020boc   104.60849583333334     14.663294444444444           0.04987            SNIa 
  2020rak    284.4717999999999                35.7549              0.07            SNIa 
  2020ram    356.1371458333333     27.822074999999998             0.068            SNIa 
  2020rgz   273.00441666666666     51.724580555555555            0.0285            SNIa 
  2020rfu    352.4924833333333      -8.17011111111111              0.08            SNIa 
  2020rfp    20.79924583333333     1.0033138888888888            0.0582            SNIa 
  2020rfm   14.066045833333332    -13.300708333333334              0.06            SNIa 
  2020rfc   341.61019583333325     10.671702777777778             0.116            SNIa 
  2020rer   30.667958333333324     1.5707027777777778              0.08            SNIa 
  2020rcy    247.4973083333333      27.71431388888889            0.0732            SNIa 
  2020rcq   179.31116666666662      49.29221944444444          0.002597            SNIa 
  2020rcl   355.36236249999996             -15.607725              0.09            SNIa 
  2020rba   23.972908333333333              39.955975              0.09            SNIa 
  2021ujz    6.489604166666666    -17.917041666666666              0.12            SNIa 
  2021uef   297.40179583333327      42.23985277777778            0.0304            SNIa 
  2020biz   106.82370416666664      43.31648055555555              0.05            SNIa 
  2020qvx   324.85314999999997                5.57295              0.05            SNIa 
  2020bol   114.66551666666665     28.652855555555554              0.08            SNIa 
  2020boo   186.17431249999998    -3.3536277777777777            0.0664            SNIa 
  2020bqi   210.39159583333333     23.850297222222224              0.11            SNIa 
  2021ukp   238.94178333333332     25.441158333333334              0.14            SNIa 
  2020bqm   10.289854166666665     16.461536111111112          0.018173            SNIa 
  2020bqo   46.852195833333326    -13.650377777777779          0.031729            SNIa 
  2020qmh   0.5267416666666667     -5.280688888888889             0.082            SNIa 
  2020bqq   350.66391666666664               21.18655             0.033            SNIa 
  2020bqr   119.01179166666665      33.78716111111111            0.0629            SNIa 
  2020qlr    262.2204166666666      57.91811944444444              0.05            SNIa 
  2020bqt   117.27917916666665     12.091216666666668          0.046652            SNIa 
  2020qln   18.517858333333333    -1.7409305555555556             0.016            SNIa 
  2020qld    287.3120916666666      41.05300277777778             0.055            SNIa 
  2020bro    30.61012083333333     10.966605555555555              0.09            SNIa 
  2020bua   153.12496666666664              41.778275              0.07            SNIa 
  2020bpz    175.2440208333333    -11.449288888888889              0.04            SNIa 
  2020bpy    73.83404999999999    -15.978672222222222              0.04            SNIa 
  2020bpu    71.91388333333333    -14.648377777777778           0.04153            SNIa 
  2020qvv   344.00176666666664     -19.29408888888889              0.08            SNIa 
  2020qts   44.035833333333336                 16.178             0.028            SNIa 
  2020qtr    53.08973749999999      38.11960277777778              0.05            SNIa 
  2020qto   250.91895833333325     33.539049999999996            0.0802            SNIa 
  2020qse    293.8226958333333       78.1703138888889              0.06            SNIa 
  2020qsd   282.95396666666664      77.90217777777778             0.054            SNIa 
  2020bid    301.8703333333333                51.8708           0.02723            SNIa 
  2020qrz   259.11312499999997     43.342761111111116           0.02638            SNIa 
  2020qqu   218.87849999999997     57.216638888888895            0.0643            SNIa 
  2020qqn   356.32099583333326      21.35883888888889             0.045            SNIa 
  2020qql   247.74212499999996      32.30756944444444             0.076            SNIa 
  2020qpy   17.808587499999998              -2.091575             0.072            SNIa 
  2020bpi   200.87091666666663      62.44623055555555             0.041            SNIa 
  2020qnz   311.21177083333333     -7.082658333333333           0.06624            SNIa 
  2020qnl   28.215204166666663      51.09610277777778             0.078            SNIa 
  2020qrm   21.915316666666666     17.657519444444443              0.07            SNIa 
  2020buq   175.67797083333332               7.851425            0.0864            SNIa 
  2020aqa    17.31984583333333      2.200913888888889             0.043            SNIa 
  2020apm    82.46032083333333      77.90208333333334             0.123            SNIa 
  2020azn    141.9184958333333      35.53008333333333              0.14            SNIa 
  2020azt   193.42572499999997    -4.4415000000000004              0.15            SNIa 
  2021ugo             211.9405     14.495469444444444          0.059996            SNIa 
  2020aoi   181.39491666666666     61.923538888888885             0.033            SNIa 
  2021uhx    346.6110833333333      11.54973888888889          0.046247            SNIa 
  2020rvl   1.2111124999999998     -18.75701388888889             0.045            SNIa 
  2020rvf    58.56636666666666     15.928505555555555          0.022222            SNIa 
  2020bbb    48.23654166666667    -11.628763888888889              0.09            SNIa 
  2020rul   14.634583333333332    -2.8338805555555555              0.05            SNIa 
  2021uhz    293.8938916666666      53.25041944444445             0.088            SNIa 
  2020rtz   16.621158333333334     18.331530555555556              0.03            SNIa 
  2021uib    317.3221749999999     -6.814016666666666            0.0576            SNIa 
  2020ayh              290.284      43.32866944444445             0.017            SNIa 
  2020bbi    128.1605958333333     -4.286011111111111              0.07            SNIa 
  2020axo    172.0001583333333     16.607430555555556               0.1            SNIa 
  2021uhn    319.4265041666667     -20.02853611111111             0.123            SNIa 
  2020aul   179.82376666666661    -0.4319388888888889             0.093            SNIa 
  2020asq   245.44291666666666                50.7278             0.055            SNIa 
  2020ase   225.23242499999998      8.580241666666666            0.0555            SNIa 
  2020avg   173.52549999999997     -9.021780555555557            0.0367            SNIa 
  2020avu   258.34049999999996     43.901780555555554             0.055            SNIa 
  2020awa   255.38612916666665     27.942716666666666           0.03386            SNIa 
  2020asa    215.8833833333333      17.44956388888889            0.0528            SNIa 
  2021uhe   341.66789166666666     15.381163888888889             0.088            SNIa 
  2020aro    89.76444999999998    -21.018816666666666             0.056            SNIa 
  2020arj    355.5687583333333               33.07115             0.068            SNIa 
  2020awr   195.22104166666662      62.79598055555555           0.07656            SNIa 
  2021uhl    334.5878833333333      6.122483333333333           0.07521            SNIa 
  2020aqo           130.489625    -17.912511111111108             0.067            SNIa 
  2020axk    144.1313833333333      59.40450833333333           0.04113            SNIa 
  2020aqj   228.45176249999997      8.331255555555556            0.0761            SNIa 
  2020aqd   178.30762499999997               -7.70895              0.07            SNIa 
  2020rsl   272.75579166666665      53.46608055555556             0.046            SNIa 
  2020rsj    317.8017833333333     4.8391111111111105              0.07            SNIa 
  2020rsi   355.94686249999995      51.24149166666667             0.043            SNIa 
  2020bec   179.99274999999997      4.921780555555556            0.0732            SNIa 
  2020rll   316.92410833333327      8.367847222222222              0.07            SNIa 
  2020rlj    345.2900583333333     23.487222222222222             0.045            SNIa 
  2020rli    42.83594166666666      45.08282500000001             0.046            SNIa 
  2020rkt    36.24529166666666     -5.261744444444444             0.103            SNIa 
  2020rke    45.99029999999999     3.4579694444444447         0.0667854            SNIa 
  2021uga   247.81437083333327     12.321555555555555              0.09            SNIa 
  2020bev   251.74985416666664     15.585266666666667              0.06            SNIa 
  2020riy   358.74985416666664      49.48191388888889              0.05            SNIa 
  2020ric             50.95375     -14.41618888888889           0.04201            SNIa 
  2020bhs    32.12120833333333      11.23486111111111              0.06            SNIa 
  2020rhz   287.49433333333326                 69.155               0.1            SNIa 
  2020rlz    7.117933333333332      48.85876944444445              0.06            SNIa 
  2020bdx   105.29489583333333     36.059891666666665              0.09            SNIa 
  2020rmg   17.280133333333332     -15.99713611111111              0.04            SNIa 
  2021uij   231.85996666666662              28.845475          0.061306            SNIa 
  2020bcm   12.837416666666664     25.004630555555554             0.075            SNIa 
  2020rpn   23.581249999999997      2.465352777777778             0.035            SNIa 
  2020rpk   333.80746249999993     24.920366666666666             0.076            SNIa 
  2020rhi   317.52190833333333       8.05398888888889             0.066            SNIa 
  2020row   331.63482916666663      7.624780555555556              0.09            SNIa 
  2020rod    326.9608666666667    -11.867919444444444              0.09            SNIa 
  2020roc   10.095849999999999     29.566208333333336           0.07427            SNIa 
  2020bds   10.189583333333331      8.991019444444444            0.0663            SNIa 
  2020rni    359.4444499999999     3.9625583333333334             0.094            SNIa 
  2020rmy          310.1566125    -3.5216527777777777             0.138            SNIa 
  2021uic   354.12574166666667    -12.290430555555556             0.123            SNIa 
  2020rov    59.92539166666666      26.58962777777778              0.07            SNIa 
  2020cpn   107.88036666666666      58.95157777777778          0.080155            SNIa 
  2020qkx    5.626879166666666      26.70236388888889             0.127            SNIa 
  2020qkw    240.0076458333333      37.82481666666667             0.075            SNIa 
  2020oij    328.1238333333333      42.90688055555555             0.021            SNIa 
  2021udt   278.03199166666667      49.34747222222222             0.074            SNIa 
  2021udp   243.13823333333332      39.79080277777778          0.075855            SNIa 
  2020cjh   108.80594583333333      58.07749722222223              0.09            SNIa 
  2020ckd   189.15249999999997                 8.5876            0.0497            SNIa 
  2020ohb    298.4385291666666      58.39038055555555              0.08            SNIa 
  2020ogs    34.27347499999999     33.747172222222225           0.04106            SNIa 
  2020ofy    323.0401333333333     13.818938888888889             0.052            SNIa 
  2020ckl    84.59237499999999    -20.590130555555554               0.1            SNIa 
  2020oer   245.18031249999996      37.33091944444445          0.082736            SNIa 
  2020odj    279.2067916666667     30.328630555555556              0.07            SNIa 
  2020ckt    88.85717916666667     51.947199999999995             0.066            SNIa 
  2020oms   324.54576249999997      6.741036111111111           0.06506            SNIa 
  2020cho   160.96138333333332     18.658405555555554           0.03023            SNIa 
  2021udu    284.3998416666666      42.80200833333333             0.058            SNIa 
